# Index	M_int	Con
234	3.332409e+11	2.897511e+02
235	3.922166e+11	2.138545e+02
236	3.874534e+11	5.025169e+01
237	3.766756e+11	7.091337e+02
238	3.535507e+11	5.470511e+02
239	3.339567e+11	1.166869e+01
240	3.912402e+11	5.680503e+02
241	3.124027e+11	1.068797e+02
242	3.406229e+11	3.518986e+02
243	2.237080e+11	1.363755e+01
244	4.498458e+11	3.327041e+02
245	3.736434e+11	2.158868e+02
246	4.026289e+11	1.511422e+02
247	4.275326e+11	3.361267e+02
248	3.036602e+11	5.421087e+01
249	2.474621e+11	1.410293e+02
250	3.762827e+11	1.348794e+02
251	3.342323e+11	1.581803e+02
252	3.374715e+11	3.174291e+02
253	2.367303e+11	3.224258e+01
254	2.744486e+11	1.804289e+02
255	5.180005e+11	6.173790e+02
256	3.736109e+11	6.850190e+02
257	3.507938e+11	2.757352e+02
258	4.232598e+11	8.272764e+01
259	4.831303e+11	1.512999e+02
260	4.593784e+11	9.207624e+01
261	2.234816e+11	1.168938e+01
262	4.662581e+11	3.135426e+02
263	2.896229e+11	1.298419e+00
264	3.466802e+11	2.409425e+03
265	4.830921e+11	3.396085e+01
266	2.981114e+11	3.660059e+02
267	3.238386e+11	3.728234e+01
268	5.356513e+11	3.127985e+02
269	3.998002e+11	6.789384e+02
270	2.967389e+11	2.849181e+02
271	2.551367e+11	4.851974e+02
272	4.690943e+11	1.083995e+02
273	3.569513e+11	3.726415e+05
274	2.858826e+11	7.302777e+00
275	4.709350e+11	2.796695e+02
276	5.515356e+11	5.873449e+01
277	3.998908e+11	2.740791e+02
278	2.916227e+11	8.563235e+02
279	2.532569e+11	1.298466e+01
280	6.003041e+11	9.058721e+02
281	3.294113e+11	2.909859e-03
282	5.029261e+11	6.482084e+02
283	3.770096e+11	3.546857e+02
284	5.374306e+11	3.057585e+02
285	4.012102e+11	1.178397e+03
286	4.932924e+11	2.016527e+02
287	4.368712e+11	1.012548e+03
288	3.036262e+11	2.075695e+02
289	1.919481e+11	2.730439e+01
290	4.365836e+11	6.787972e+02
291	2.709203e+11	1.514167e-01
292	4.257793e+11	6.129885e+02
293	5.072488e+11	3.656093e+02
294	2.237144e+11	1.594260e+01
295	2.243127e+11	1.376098e+03
296	2.508343e+11	2.314412e+01
297	1.963084e+11	7.489645e+01
298	5.891005e+11	4.377730e+02
299	4.818096e+11	2.143017e+01
300	3.291940e+11	4.127927e+01
301	2.641229e+11	7.567856e+01
302	2.561804e+11	2.323271e+02
303	3.191395e+11	1.765224e+01
304	3.139950e+11	2.922498e+02
305	2.847316e+11	3.509727e+02
306	1.815553e+11	3.005784e+02
307	2.792295e+11	3.484023e+01
308	5.142077e+11	1.423811e+03
309	3.429236e+11	6.189781e+02
310	5.199549e+11	1.422247e+02
311	3.073422e+11	5.071658e+02
312	3.021421e+11	1.485746e+02
313	4.557408e+11	1.110912e+03
314	2.795212e+11	5.494619e+01
315	3.892439e+11	5.500246e+02
316	2.178920e+11	6.163802e+01
317	3.815719e+11	1.389098e+01
318	4.902773e+11	1.813093e+02
319	2.422097e+11	1.746347e+02
320	3.854298e+11	2.011465e+02
321	4.294027e+11	5.058514e+01
322	2.386017e+11	2.089328e+02
323	4.680009e+11	1.197077e+02
324	4.242721e+11	3.955862e+02
325	3.476339e+11	2.885419e+02
326	3.055017e+11	9.527818e+01
327	6.423143e+11	3.624856e+02
328	2.120670e+11	1.068139e+01
329	5.419440e+11	2.658694e+02
330	2.393810e+11	1.347014e+01
331	3.465156e+11	7.044012e+02
332	3.430391e+11	4.407838e+01
333	4.524514e+11	2.464045e+02
334	2.588628e+11	4.330424e+02
335	4.114167e+11	6.284526e+01
336	2.223920e+11	2.913284e+03
337	4.506220e+11	7.037150e+01
338	2.847124e+11	2.605363e+02
339	3.095580e+11	3.565728e+01
340	4.875203e+11	4.596870e+02
341	1.965167e+11	5.444331e+01
342	2.375053e+11	6.056850e+01
343	2.489482e+11	6.301378e+02
344	3.927592e+11	4.498469e+02
345	3.070943e+11	5.630186e+02
346	2.463975e+11	8.991892e+01
347	4.385489e+11	5.489518e+02
348	2.986234e+11	1.386703e+02
349	3.252271e+11	2.826490e+02
350	3.634560e+11	2.898257e+02
351	2.873512e+11	5.685490e+01
352	3.843226e+11	8.075393e+02
353	3.318793e+11	2.356217e+02
354	1.591215e+11	7.582458e+01
355	3.066571e+11	4.456853e+02
356	2.743508e+11	7.316483e+00
357	4.226459e+11	7.187958e+01
358	5.952860e+11	9.079406e+02
359	3.325664e+11	4.350766e+01
360	2.942556e+11	1.370310e+02
361	3.671029e+11	1.406632e+02
362	2.604359e+11	2.161577e+02
363	6.682234e+11	2.268111e+02
364	2.588621e+11	8.722369e+02
365	3.752228e+11	6.136761e+00
366	5.616951e+11	6.540374e+02
367	3.371656e+11	1.193551e+02
368	5.462714e+11	3.182256e+02
369	2.925762e+11	3.453679e+05
370	7.160889e+11	3.251560e+02
371	4.451735e+11	2.960146e+02
372	4.556549e+11	1.605614e+02
373	2.431652e+11	9.048238e+00
374	3.053862e+11	2.965397e+02
375	3.475073e+11	2.072071e+02
376	2.497458e+11	2.251268e+02
377	2.041594e+11	8.071654e+01
378	4.485759e+11	3.818490e+02
379	2.362951e+11	3.147341e+01
380	5.144283e+11	1.036014e+03
381	5.179125e+11	1.116561e+03
382	2.782627e+11	1.442145e+02
383	6.463616e+11	2.201650e+02
384	3.354012e+11	4.271695e+02
385	2.914046e+11	6.005052e+02
386	4.861639e+11	3.133582e+02
387	6.065017e+11	3.181224e+02
388	2.872951e+11	5.685818e+01
389	3.000343e+11	4.282290e+01
390	3.683183e+11	2.554902e+02
391	4.518353e+11	2.178585e+01
392	4.541904e+11	9.387347e+02
393	5.952541e+11	1.205833e+01
394	2.964999e+11	2.150761e+02
395	3.676028e+11	3.083399e+01
396	4.140500e+11	1.671050e+02
397	3.056367e+11	3.184246e+05
398	2.391296e+11	1.717580e+01
399	3.360482e+11	1.029794e+02
400	5.648440e+11	7.802025e+02
401	3.873706e+11	6.722649e+01
