# Index	M_int	Con
405	2.858377e+11	9.017483e+00
406	2.810092e+11	1.860599e+01
407	2.107821e+11	2.082276e+01
408	3.900279e+11	4.247693e+01
409	3.390494e+11	9.723759e+00
410	2.542579e+11	3.716909e+01
411	1.541652e+11	8.779697e+00
412	2.021421e+11	4.419053e+01
413	2.403823e+11	1.458829e+01
414	3.575296e+11	2.054089e+01
415	2.682571e+11	3.006858e+01
416	2.534420e+11	3.087664e+00
417	2.157911e+11	1.170044e+01
418	2.847546e+11	4.907037e+01
419	2.759377e+11	1.209698e+01
420	2.379160e+11	2.776096e+01
421	5.116556e+11	1.036197e+01
422	2.568329e+11	7.000206e+01
423	2.996066e+11	4.502371e+01
424	2.871593e+11	1.025317e+01
425	3.276491e+11	2.355975e+01
426	3.733158e+11	3.832422e+01
427	1.891060e+11	7.539347e+01
428	2.441536e+11	1.841686e+01
429	4.253745e+11	5.350492e+00
430	3.011328e+11	4.128094e+01
431	4.083690e+11	1.476173e+01
432	2.418634e+11	4.419891e+01
433	3.380363e+11	3.221031e-03
434	4.542991e+11	1.932959e+01
435	4.152479e+11	4.028048e+01
436	2.998596e+11	4.419071e+01
437	3.890087e+11	4.500636e+01
438	4.358264e+11	2.805327e+00
439	2.945788e+11	2.572135e+01
440	2.843850e+11	1.473498e+01
441	3.728350e+11	1.808544e+01
442	3.700819e+11	9.643228e+00
443	5.014122e+11	2.326570e+01
444	4.587038e+11	2.833357e+00
445	2.745177e+11	3.232037e+01
446	2.052261e+11	7.274834e+01
447	2.870251e+11	1.123785e+01
448	2.287335e+11	2.803550e+01
449	3.465433e+11	1.009510e+00
450	3.199920e+11	3.991755e+01
451	3.438529e+11	3.051125e-03
452	2.455216e+11	5.682811e+01
453	3.361335e+11	4.593016e+01
454	4.175449e+11	1.793643e+00
455	1.802241e+11	3.732796e+01
456	3.351553e+11	1.950056e+01
457	2.899703e+11	4.025347e+01
458	2.819407e+11	8.435621e+00
459	2.959841e+11	3.372753e+01
460	2.467574e+11	2.869137e-03
461	2.407847e+11	3.171595e+01
462	2.917726e+11	6.736108e+01
463	2.589149e+11	1.317184e+00
464	2.954369e+11	4.299278e+01
465	2.453997e+11	2.146487e+01
466	3.368808e+11	6.099823e+01
467	3.503735e+11	1.265853e+01
468	2.371237e+11	4.956448e+01
469	2.522426e+11	5.415114e+01
470	4.466768e+11	5.874130e+01
471	2.467269e+11	1.131834e+02
472	3.335771e+11	2.229658e+01
473	3.196061e+11	2.388131e+01
474	4.133963e+11	1.339338e+01
475	3.054796e+11	7.858612e+01
476	1.473766e+11	5.240240e+00
477	2.982949e+11	3.877682e+00
478	5.763708e+11	3.366422e+01
479	2.364534e+11	3.579484e+01
480	2.934381e+11	3.293724e+01
